Id,Label
6265,0
6266,6
6267,8
6268,1
6269,9
6270,4
6271,5
6272,0
6273,2
6274,0
6275,6
6276,5
6277,0
6278,3
6279,9
6280,1
6281,7
6282,8
6283,6
6284,1
6285,9
6286,7
6287,2
6288,0
6289,3
6290,3
6291,4
6292,8
6293,2
6294,8
6295,0
6296,0
6297,0
6298,5
6299,7
6300,3
6301,8
6302,1
6303,8
6304,0
6305,7
6306,7
6307,0
6308,2
6309,1
6310,0
6311,8
6312,0
6313,2
6314,6
6315,5
6316,9
6317,3
6318,7
6319,1
6320,7
6321,1
6322,5
6323,2
6324,2
6325,1
6326,0
6327,1
6328,5
6329,3
6330,3
6331,0
6332,6
6333,1
6334,5
6335,5
6336,2
6337,9
6338,2
6339,9
6340,4
6341,2
6342,5
6343,7
6344,3
6345,0
6346,6
6347,4
6348,5
6349,0
6350,3
6351,6
6352,0
6353,7
6354,6
6355,2
6356,8
6357,8
6358,0
6359,8
6360,1
6361,6
6362,3
6363,0
6364,3
6365,3
6366,2
6367,7
6368,7
6369,3
6370,1
6371,7
6372,8
6373,9
6374,1
6375,8
6376,7
6377,7
6378,3
6379,3
6380,3
6381,8
6382,3
6383,4
6384,8
6385,6
6386,0
6387,3
6388,3
6389,3
6390,2
6391,2
6392,3
6393,2
6394,0
6395,5
6396,5
6397,0
6398,0
6399,6
6400,3
6401,7
6402,5
6403,4
6404,6
6405,5
6406,0
6407,7
6408,9
6409,8
6410,0
6411,8
6412,7
6413,3
6414,4
6415,5
6416,6
6417,3
6418,4
6419,9
6420,3
6421,7
6422,7
6423,1
6424,9
6425,5
6426,5
6427,6
6428,6
6429,9
6430,4
6431,0
6432,5
6433,2
6434,2
6435,2
6436,5
6437,3
6438,8
6439,5
6440,4
6441,2
6442,9
6443,0
6444,2
6445,0
6446,3
6447,0
6448,2
6449,8
6450,5
6451,1
6452,3
6453,3
6454,5
6455,1
6456,2
6457,5
6458,4
6459,6
6460,0
6461,1
6462,3
6463,2
6464,3
6465,7
6466,4
6467,7
6468,2
6469,7
6470,1
6471,3
6472,5
6473,6
6474,1
6475,4
6476,7
6477,8
6478,3
6479,8
6480,7
6481,2
6482,8
6483,7
6484,8
6485,7
6486,1
6487,8
6488,3
6489,3
6490,9
6491,1
6492,4
6493,1
6494,9
6495,4
6496,7
6497,3
6498,1
6499,8
6500,0
6501,7
6502,2
6503,8
6504,4
6505,0
6506,7
6507,8
6508,3
6509,3
6510,9
6511,2
6512,1
6513,4
6514,5
6515,0
6516,2
6517,3
6518,3
6519,8
6520,0
6521,4
6522,4
6523,0
6524,7
6525,2
6526,9
6527,3
6528,5
6529,5
6530,7
6531,8
6532,8
6533,2
6534,1
6535,5
6536,9
6537,3
6538,4
6539,9
6540,3
6541,7
6542,0
6543,9
6544,7
6545,9
6546,1
6547,4
6548,3
6549,3
6550,0
6551,1
6552,7
6553,5
6554,0
6555,7
6556,8
6557,7
6558,2
6559,0
6560,3
6561,3
6562,2
6563,0
6564,1
6565,7
6566,0
6567,3
6568,3
6569,2
6570,8
6571,1
6572,0
6573,5
6574,4
6575,2
6576,5
6577,2
6578,7
6579,0
6580,5
6581,5
6582,1
6583,0
6584,4
6585,8
6586,1
6587,3
6588,7
6589,0
6590,0
6591,2
6592,1
6593,3
6594,2
6595,3
6596,6
6597,3
6598,3
6599,0
6600,7
6601,5
6602,9
6603,7
6604,7
6605,8
6606,4
6607,0
6608,0
6609,3
6610,4
6611,5
6612,0
6613,1
6614,8
6615,0
6616,2
6617,9
6618,5
6619,0
6620,6
6621,7
6622,5
6623,3
6624,4
6625,3
6626,8
6627,9
6628,9
6629,3
6630,7
6631,6
6632,0
6633,2
6634,7
6635,6
6636,2
6637,3
6638,0
6639,3
6640,0
6641,0
6642,7
6643,5
6644,0
6645,6
6646,9
6647,8
6648,8
6649,7
6650,4
6651,9
6652,0
6653,2
6654,0
6655,7
6656,1
6657,8
6658,8
6659,0
6660,3
6661,8
6662,0
6663,7
6664,3
6665,9
6666,0
6667,0
6668,6
6669,9
6670,7
6671,6
6672,3
6673,6
6674,5
6675,0
6676,6
6677,3
6678,3
6679,8
6680,2
6681,2
6682,5
6683,7
6684,1
6685,0
6686,6
6687,5
6688,0
6689,3
6690,6
6691,0
6692,0
6693,6
6694,8
6695,8
6696,6
6697,1
6698,2
6699,5
6700,3
6701,3
6702,7
6703,1
6704,5
6705,8
6706,5
6707,3
6708,5
6709,6
6710,0
6711,3
6712,0
6713,7
6714,9
6715,8
6716,3
6717,2
6718,9
6719,9
6720,6
6721,6
6722,2
6723,0
6724,3
6725,4
6726,1
6727,0
6728,9
6729,3
6730,5
6731,5
6732,7
6733,3
6734,4
6735,1
6736,9
6737,6
6738,7
6739,7
6740,9
6741,8
6742,8
6743,5
6744,1
6745,7
6746,5
6747,6
6748,3
6749,3
6750,2
6751,7
6752,4
6753,6
6754,6
6755,6
6756,3
6757,5
6758,1
6759,9
6760,7
6761,4
6762,0
6763,1
6764,7
6765,5
6766,0
6767,1
6768,4
6769,5
6770,0
6771,7
6772,7
6773,7
6774,9
6775,3
6776,5
6777,3
6778,7
6779,5
6780,4
6781,6
6782,0
6783,2
6784,5
6785,4
6786,0
6787,3
6788,8
6789,2
6790,3
6791,3
6792,8
6793,7
6794,3
6795,4
6796,9
6797,4
6798,6
6799,0
6800,0
6801,0
6802,5
6803,3
6804,8
6805,4
6806,3
6807,6
6808,6
6809,2
6810,0
6811,5
6812,5
6813,8
6814,2
6815,3
6816,2
6817,0
6818,4
6819,0
6820,1
6821,5
6822,0
6823,3
6824,2
6825,4
6826,4
6827,3
6828,7
6829,4
6830,7
6831,4
6832,4
6833,1
6834,7
6835,5
6836,8
6837,4
6838,0
6839,4
6840,7
6841,6
6842,5
6843,7
6844,7
6845,7
6846,0
6847,9
6848,5
6849,2
6850,1
6851,7
6852,0
6853,0
6854,6
6855,2
6856,0
6857,9
6858,0
6859,7
6860,4
6861,5
6862,0
6863,3
6864,6
6865,3
6866,7
6867,0
6868,2
6869,9
6870,6
6871,1
6872,6
6873,7
6874,0
6875,5
6876,3
6877,4
6878,5
6879,7
6880,3
6881,9
6882,0
6883,3
6884,0
6885,5
6886,3
6887,6
6888,0
6889,0
6890,0
6891,8
6892,5
6893,6
6894,8
6895,2
6896,3
6897,9
6898,2
6899,3
6900,0
6901,5
6902,3
6903,4
6904,1
6905,2
6906,0
6907,3
6908,1
6909,4
6910,0
6911,8
6912,5
6913,5
6914,0
6915,1
6916,7
6917,2
6918,5
6919,6
6920,9
6921,5
6922,6
6923,2
6924,2
6925,9
6926,1
6927,5
6928,9
6929,9
6930,8
6931,6
6932,2
6933,4
6934,6
6935,1
6936,5
6937,9
6938,0
6939,8
6940,0
6941,3
6942,1
6943,6
6944,9
6945,2
6946,3
6947,3
6948,2
6949,6
6950,6
6951,1
6952,4
6953,6
6954,7
6955,0
6956,3
6957,6
6958,0
6959,3
6960,2
6961,0
6962,1
6963,0
6964,3
6965,5
6966,5
6967,3
6968,0
6969,3
6970,2
6971,7
6972,5
6973,5
6974,0
6975,3
6976,0
6977,5
6978,2
6979,5
6980,7
6981,0
6982,2
6983,5
6984,6
6985,7
6986,0
6987,9
6988,8
6989,0
6990,1
6991,1
6992,3
6993,3
6994,0
6995,4
6996,6
6997,1
6998,3
6999,7
7000,5
7001,0
7002,9
7003,0
7004,1
7005,5
7006,0
7007,6
7008,2
7009,8
7010,3
7011,0
7012,8
7013,5
7014,4
7015,2
7016,4
7017,5
7018,5
7019,1
7020,2
7021,9
7022,9
7023,3
7024,3
7025,2
7026,6
7027,9
7028,1
7029,1
7030,6
7031,4
7032,7
7033,0
7034,3
7035,0
7036,6
7037,6
7038,0
7039,7
7040,0
7041,6
7042,0
7043,2
7044,0
7045,8
7046,7
7047,0
7048,9
7049,0
7050,4
7051,7
7052,1
7053,0
7054,9
7055,9
7056,9
7057,1
7058,8
7059,3
7060,0
7061,2
7062,5
7063,5
7064,3
7065,3
7066,5
7067,3
7068,3
7069,1
7070,0
7071,1
7072,2
7073,2
7074,5
7075,9
7076,0
7077,9
7078,7
7079,4
7080,5
7081,8
7082,7
7083,4
7084,7
7085,0
7086,8
7087,7
7088,7
7089,5
7090,9
7091,3
7092,1
7093,5
7094,1
7095,3
7096,7
7097,4
7098,3
7099,6
7100,0
7101,5
7102,4
7103,8
7104,6
7105,5
7106,2
7107,5
7108,1
7109,3
7110,5
7111,4
7112,5
7113,3
7114,1
7115,6
7116,5
7117,5
7118,5
7119,7
7120,1
7121,3
7122,9
7123,4
7124,8
7125,1
7126,3
7127,9
7128,2
7129,7
7130,6
7131,9
7132,2
7133,2
7134,5
7135,7
7136,5
7137,6
7138,5
7139,4
7140,0
7141,2
7142,4
7143,2
7144,1
7145,5
7146,0
7147,0
7148,4
7149,3
7150,9
7151,8
7152,5
7153,5
7154,2
7155,2
7156,5
7157,6
7158,3
7159,7
7160,9
7161,3
7162,8
7163,2
7164,4
7165,9
7166,0
7167,1
7168,6
7169,3
7170,7
7171,1
7172,9
7173,0
7174,9
7175,3
7176,4
7177,3
7178,8
7179,3
7180,0
7181,3
7182,3
7183,7
7184,1
7185,2
7186,2
7187,7
7188,6
7189,5
7190,5
7191,2
7192,1
7193,1
7194,9
7195,7
7196,0
7197,5
7198,1
7199,4
7200,4
7201,2
7202,5
7203,1
7204,3
7205,5
7206,0
7207,5
7208,0
7209,0
7210,2
7211,8
7212,8
7213,7
7214,5
7215,7
7216,5
7217,8
7218,3
7219,4
7220,0
7221,3
7222,0
7223,0
7224,5
7225,1
7226,4
7227,4
7228,5
7229,1
7230,6
7231,7
7232,2
7233,8
7234,3
7235,7
7236,3
7237,1
7238,2
7239,7
7240,5
7241,3
7242,2
7243,4
7244,7
7245,5
7246,5
7247,3
7248,4
7249,2
7250,5
7251,0
7252,5
7253,0
7254,2
7255,7
7256,5
7257,2
7258,5
7259,5
7260,1
7261,4
7262,4
7263,2
7264,4
7265,3
7266,1
7267,7
7268,3
7269,1
7270,0
7271,2
7272,6
7273,0
7274,8
7275,4
7276,6
7277,3
7278,5
7279,2
7280,2
7281,9
7282,8
7283,4
7284,9
7285,0
7286,7
7287,0
7288,0
7289,8
7290,7
7291,5
7292,7
7293,5
7294,3
7295,4
7296,3
7297,9
7298,4
7299,7
7300,4
7301,2
7302,0
7303,5
7304,4
7305,3
7306,0
7307,6
7308,5
7309,5
7310,2
7311,1
7312,5
7313,0
7314,1
7315,4
7316,4
7317,0
7318,0
7319,0
7320,5
7321,3
7322,5
7323,8
7324,2
7325,0
7326,8
7327,5
7328,3
7329,3
7330,7
7331,9
7332,0
7333,3
7334,7
7335,4
7336,3
7337,3
7338,5
7339,3
7340,7
7341,6
7342,5
7343,5
7344,7
7345,7
7346,8
7347,0
7348,6
7349,5
7350,4
7351,8
7352,4
7353,9
7354,6
7355,3
7356,3
7357,0
7358,2
7359,9
7360,7
7361,2
7362,0
7363,3
7364,0
7365,9
7366,7
7367,3
7368,9
7369,6
7370,2
7371,0
7372,6
7373,5
7374,8
7375,3
7376,9
7377,1
7378,0
7379,7
7380,2
7381,5
7382,5
7383,1
7384,1
7385,4
7386,0
7387,8
7388,7
7389,2
7390,0
7391,0
7392,1
7393,0
7394,0
7395,5
7396,2
7397,7
7398,7
7399,0
7400,2
7401,0
7402,5
7403,3
7404,9
7405,7
7406,3
7407,7
7408,5
7409,8
7410,0
7411,8
7412,8
7413,5
7414,7
7415,6
7416,0
7417,5
7418,6
7419,4
7420,4
7421,2
7422,0
7423,1
7424,4
7425,3
7426,0
7427,7
7428,3
7429,5
7430,8
7431,8
7432,1
7433,4
7434,0
7435,4
7436,6
7437,0
7438,2
7439,0
7440,7
7441,8
7442,3
7443,4
7444,7
7445,3
7446,3
7447,0
7448,5
7449,6
7450,5
7451,4
7452,5
7453,0
7454,3
7455,0
7456,5
7457,4
7458,4
7459,4
7460,4
7461,3
7462,4
7463,1
7464,6
7465,7
7466,8
7467,6
7468,5
7469,0
7470,2
7471,6
7472,0
7473,2
7474,0
7475,5
7476,1
7477,6
7478,0
7479,1
7480,0
7481,3
7482,5
7483,4
7484,0
7485,4
7486,2
7487,7
7488,5
7489,8
7490,3
7491,3
7492,8
7493,4
7494,0
7495,0
7496,7
7497,7
7498,3
7499,7
7500,3
7501,7
7502,5
7503,2
7504,9
7505,6
7506,6
7507,6
7508,2
7509,0
7510,3
7511,2
7512,9
7513,6
7514,9
7515,2
7516,5
7517,7
7518,7
7519,5
7520,5
7521,4
7522,3
7523,0
7524,9
7525,6
7526,5
7527,1
7528,3
7529,0
7530,3
7531,9
7532,3
7533,0
7534,1
7535,6
7536,5
7537,3
7538,4
7539,6
7540,6
7541,8
7542,2
7543,2
7544,3
7545,0
7546,8
7547,3
7548,9
7549,7
7550,1
7551,2
7552,5
7553,0
7554,4
7555,4
7556,8
7557,8
7558,7
7559,4
7560,1
7561,1
7562,8
7563,6
7564,7
7565,1
7566,1
7567,8
7568,5
7569,0
7570,8
7571,5
7572,6
7573,5
7574,5
7575,6
7576,0
7577,8
7578,5
7579,6
7580,7
7581,6
7582,7
7583,3
7584,7
7585,3
7586,9
7587,5
7588,2
7589,3
7590,5
7591,2
7592,6
7593,3
7594,1
7595,6
7596,5
7597,5
7598,5
7599,0
7600,0
7601,5
7602,2
7603,3
7604,9
7605,5
7606,7
7607,2
7608,4
7609,3
7610,2
7611,2
7612,1
7613,2
7614,5
7615,2
7616,7
7617,5
7618,8
7619,7
7620,5
7621,3
7622,5
7623,2
7624,0
7625,3
7626,4
7627,9
7628,3
7629,5
7630,1
7631,4
7632,1
7633,5
7634,4
7635,9
7636,5
7637,2
7638,7
7639,7
7640,8
7641,4
7642,6
7643,5
7644,3
7645,8
7646,8
7647,7
7648,0
7649,1
7650,2
7651,8
7652,0
7653,3
7654,0
7655,3
7656,9
7657,2
7658,3
7659,0
7660,9
7661,4
7662,4
7663,0
7664,4
7665,1
7666,9
7667,2
7668,0
7669,0
7670,2
7671,1
7672,9
7673,7
7674,2
7675,7
7676,3
7677,5
7678,7
7679,1
7680,1
7681,9
7682,9
7683,0
7684,9
7685,7
7686,0
7687,3
7688,7
7689,9
7690,4
7691,2
7692,0
7693,1
7694,5
7695,8
7696,2
7697,3
7698,2
7699,5
7700,0
7701,9
7702,8
7703,8
7704,4
7705,3
7706,5
7707,7
7708,3
7709,0
7710,4
7711,9
7712,0
7713,3
7714,3
7715,3
7716,1
7717,0
7718,1
7719,6
7720,4
7721,0
7722,1
7723,3
7724,3
7725,7
7726,3
7727,6
7728,4
7729,7
7730,2
7731,3
7732,3
7733,4
7734,1
7735,2
7736,1
7737,1
7738,3
7739,9
7740,4
7741,6
7742,0
7743,0
7744,8
7745,5
7746,5
7747,4
7748,4
7749,7
7750,6
7751,6
7752,0
7753,5
7754,0
7755,1
7756,3
7757,5
7758,4
7759,3
7760,2
7761,3
7762,6
7763,5
7764,0
7765,5
7766,9
7767,7
7768,5
7769,5
7770,2
7771,5
7772,4
7773,7
7774,4
7775,5
7776,3
7777,7
7778,7
7779,1
7780,0
7781,0
7782,5
7783,7
7784,7
7785,6
7786,6
7787,5
7788,9
7789,3
7790,5
7791,9
7792,8
7793,6
7794,0
7795,4
7796,3
7797,4
7798,0
7799,0
7800,3
7801,5
7802,3
7803,8
7804,4
7805,7
7806,3
7807,0
7808,3
7809,4
7810,3
7811,4
7812,1
7813,1
7814,2
7815,5
7816,2
7817,5
7818,0
7819,2
7820,4
7821,0
7822,3
7823,2
7824,3
7825,1
7826,2
7827,3
7828,3
7829,2
7830,5
7831,5
7832,3
7833,2
7834,1
7835,4
7836,8
7837,8
7838,6
7839,9
7840,7
7841,4
7842,5
7843,7
7844,0
7845,5
7846,3
7847,1
7848,3
7849,6
7850,3
7851,9
7852,7
7853,9
7854,6
7855,3
7856,7
7857,0
7858,0
7859,4
7860,3
7861,0
7862,7
7863,9
7864,0
7865,9
7866,7
7867,4
7868,5
7869,5
7870,1
7871,9
7872,5
7873,3
7874,8
7875,4
7876,9
7877,3
7878,5
7879,0
7880,3
7881,5
7882,4
7883,0
7884,7
7885,5
7886,4
7887,4
7888,2
7889,6
7890,4
7891,7
7892,8
7893,0
7894,1
7895,8
7896,4
7897,7
7898,5
7899,3
7900,3
7901,7
7902,4
7903,2
7904,8
7905,7
7906,9
7907,5
7908,6
7909,0
7910,1
7911,2
7912,9
7913,7
7914,4
7915,7
7916,7
7917,8
7918,6
7919,5
7920,2
7921,8
7922,6
7923,0
7924,3
7925,7
7926,5
7927,5
7928,3
7929,0
7930,5
7931,3
7932,2
7933,2
7934,7
7935,8
7936,4
7937,6
7938,3
7939,2
7940,0
7941,4
7942,9
7943,2
7944,4
7945,4
7946,6
7947,0
7948,4
7949,2
7950,8
7951,4
7952,1
7953,3
7954,1
7955,1
7956,6
7957,0
7958,0
7959,2
7960,9
7961,4
7962,3
7963,6
7964,7
7965,0
7966,7
7967,2
7968,0
7969,6
7970,4
7971,1
7972,2
7973,1
7974,5
7975,2
7976,1
7977,8
7978,6
7979,1
7980,7
7981,1
7982,4
7983,7
7984,7
7985,0
7986,2
7987,3
7988,6
7989,9
7990,7
7991,3
7992,0
7993,5
7994,0
7995,6
7996,6
7997,5
7998,5
7999,3
8000,1
8001,9
8002,7
8003,9
8004,8
8005,0
8006,4
8007,1
8008,8
8009,2
8010,2
8011,5
8012,7
8013,3
8014,3
8015,2
8016,0
8017,7
8018,4
8019,7
8020,3
8021,0
8022,6
8023,4
8024,0
8025,5
8026,2
8027,7
8028,0
8029,2
8030,9
8031,5
8032,0
8033,3
8034,6
8035,9
8036,7
8037,5
8038,9
8039,8
8040,9
8041,7
8042,0
8043,3
8044,3
8045,5
8046,5
8047,5
8048,2
8049,3
8050,3
8051,0
8052,4
8053,2
8054,7
8055,1
8056,6
8057,9
8058,6
8059,5
8060,1
8061,2
8062,5
8063,6
8064,9
8065,6
8066,2
8067,3
8068,4
8069,3
8070,5
8071,5
8072,6
8073,7
8074,6
8075,8
8076,3
8077,7
8078,7
8079,0
8080,2
8081,0
8082,7
8083,8
8084,5
8085,6
8086,7
8087,7
8088,5
8089,2
8090,1
8091,2
8092,6
8093,2
8094,1
8095,9
8096,1
8097,6
8098,6
8099,0
8100,1
8101,1
8102,5
8103,6
8104,9
8105,0
8106,3
8107,7
8108,0
8109,3
8110,3
8111,0
8112,4
8113,7
8114,4
8115,2
8116,9
8117,7
8118,5
8119,8
8120,2
8121,8
8122,6
8123,5
8124,4
8125,9
8126,7
8127,6
8128,1
8129,6
8130,6
8131,8
8132,4
8133,3
8134,7
8135,9
8136,1
8137,5
8138,4
8139,5
8140,0
8141,1
8142,9
8143,2
8144,3
8145,4
8146,6
8147,0
8148,3
8149,5
8150,6
8151,0
8152,8
8153,3
8154,5
8155,2
8156,3
8157,2
8158,5
8159,0
8160,2
8161,3
8162,0
8163,2
8164,8
8165,8
8166,7
8167,0
8168,8
8169,3
8170,3
8171,4
8172,1
8173,2
8174,5
8175,3
8176,1
8177,3
8178,0
8179,2
8180,2
8181,1
8182,8
8183,8
8184,5
8185,2
8186,2
8187,7
8188,8
8189,7
8190,3
8191,4
8192,1
8193,1
8194,5
8195,0
8196,4
8197,2
8198,3
8199,7
8200,4
8201,5
8202,1
8203,3
8204,7
8205,3
8206,8
8207,2
8208,9
8209,7
8210,5
8211,7
8212,9
8213,0
8214,3
8215,3
8216,5
8217,4
8218,3
8219,4
8220,0
8221,4
8222,2
8223,4
8224,3
8225,8
8226,6
8227,2
8228,1
8229,8
8230,8
8231,8
8232,9
8233,1
8234,0
8235,8
8236,0
8237,7
8238,7
8239,4
8240,1
8241,2
8242,9
8243,0
8244,7
8245,2
8246,0
8247,7
8248,4
8249,9
8250,1
8251,5
8252,7
8253,3
8254,8
8255,2
8256,5
8257,0
8258,7
8259,6
8260,3
8261,3
8262,7
8263,6
8264,4
8265,7
8266,9
8267,9
8268,3
8269,5
8270,7
8271,3
8272,0
8273,3
8274,7
8275,7
8276,6
8277,9
8278,3
8279,9
8280,5
8281,5
8282,5
8283,5
8284,1
8285,3
8286,6
8287,9
8288,4
8289,3
8290,4
8291,5
8292,3
8293,2
8294,6
8295,7
8296,5
8297,6
8298,0
8299,9
8300,6
8301,6
8302,1
8303,4
8304,3
8305,5
8306,3
8307,1
8308,7
8309,3
8310,0
8311,5
8312,4
8313,2
8314,7
8315,6
8316,4
8317,5
8318,5
8319,6
8320,3
8321,1
8322,3
8323,7
8324,2
8325,6
8326,9
8327,4
8328,5
8329,3
8330,8
8331,4
8332,7
8333,9
8334,7
8335,5
8336,9
8337,0
8338,5
8339,3
8340,1
8341,2
8342,4
8343,3
8344,9
8345,7
8346,3
8347,7
8348,3
8349,4
8350,4
8351,6
8352,1
8353,0
8354,3
8355,7
8356,7
8357,5
8358,0
8359,1
8360,0
8361,9
8362,4
8363,5
8364,3
8365,3
8366,0
8367,0
8368,3
8369,7
8370,7
8371,0
8372,2
8373,7
8374,8
8375,8
8376,2
8377,4
8378,7
8379,3
8380,4
8381,1
8382,5
8383,5
8384,3
8385,8
8386,3
8387,5
8388,4
8389,2
8390,0
8391,7
8392,0
8393,0
8394,6
8395,8
8396,9
8397,3
8398,5
8399,8
8400,3
8401,5
8402,3
8403,0
8404,0
8405,0
8406,0
8407,8
8408,0
8409,7
8410,0
8411,9
8412,3
8413,4
8414,2
8415,6
8416,7
8417,6
8418,6
8419,5
8420,3
8421,2
8422,3
8423,2
8424,7
8425,2
8426,6
8427,1
8428,3
8429,4
8430,4
8431,4
8432,3
8433,7
8434,4
8435,0
8436,5
8437,3
8438,2
8439,7
8440,0
8441,4
8442,8
8443,3
8444,5
8445,7
8446,5
8447,4
8448,7
8449,6
8450,4
8451,5
8452,7
8453,4
8454,8
8455,0
8456,4
8457,9
8458,2
8459,9
8460,7
8461,5
8462,8
8463,9
8464,2
8465,3
8466,1
8467,3
8468,7
8469,5
8470,1
8471,5
8472,5
8473,5
8474,7
8475,1
8476,0
8477,1
8478,0
8479,2
8480,8
8481,5
8482,4
8483,2
8484,7
8485,9
8486,1
8487,0
8488,5
8489,5
8490,0
8491,3
8492,0
8493,3
8494,3
8495,7
8496,3
8497,4
8498,5
8499,7
8500,5
8501,3
8502,5
8503,0
8504,8
8505,6
8506,7
8507,5
8508,1
8509,7
8510,5
8511,0
8512,7
8513,7
8514,7
8515,5
8516,8
8517,5
8518,5
8519,7
8520,6
8521,8
8522,6
8523,0
8524,3
8525,0
8526,6
8527,9
8528,2
8529,6
8530,3
8531,3
8532,7
8533,7
8534,5
8535,5
8536,5
8537,0
8538,0
8539,5
8540,2
8541,6
8542,8
8543,5
8544,0
8545,8
8546,7
8547,3
8548,7
8549,1
8550,5
8551,7
8552,5
8553,0
8554,6
8555,7
8556,3
8557,4
8558,6
8559,0
8560,2
8561,2
8562,2
8563,8
8564,0
8565,8
8566,3
8567,5
8568,3
8569,0
8570,7
8571,7
8572,8
8573,6
8574,5
8575,3
8576,5
8577,5
8578,5
8579,0
8580,9
8581,1
8582,8
8583,0
8584,5
8585,2
8586,3
8587,5
8588,2
8589,4
8590,5
8591,7
8592,8
8593,5
8594,5
8595,5
8596,3
8597,7
8598,0
8599,7
8600,9
8601,1
8602,2
8603,5
8604,5
8605,1
8606,3
8607,9
8608,4
8609,0
8610,0
8611,5
8612,4
8613,5
8614,4
8615,3
8616,8
8617,6
8618,0
8619,7
8620,5
8621,6
8622,0
8623,4
8624,3
8625,0
8626,3
8627,1
8628,2
8629,5
8630,4
8631,4
8632,3
8633,9
8634,9
8635,2
8636,3
8637,2
8638,3
8639,1
8640,3
8641,9
8642,2
8643,5
8644,5
8645,0
8646,5
8647,0
8648,7
8649,9
8650,5
8651,6
8652,5
8653,7
8654,3
8655,9
8656,5
8657,5
8658,7
8659,9
8660,8
8661,2
8662,6
8663,5
8664,4
8665,7
8666,7
8667,4
8668,9
8669,8
8670,8
8671,2
8672,3
8673,6
8674,6
8675,9
8676,1
8677,2
8678,8
8679,0
8680,8
8681,1
8682,9
8683,0
8684,9
8685,8
8686,0
8687,4
8688,8
8689,0
8690,4
8691,0
8692,7
8693,1
8694,8
8695,8
8696,7
8697,9
8698,3
8699,2
8700,1
8701,0
8702,3
8703,7
8704,9
8705,2
8706,5
8707,0
8708,0
8709,5
8710,3
8711,6
8712,8
8713,2
8714,0
8715,2
8716,2
8717,0
8718,0
8719,0
8720,5
8721,4
8722,5
8723,4
8724,4
8725,0
8726,4
8727,8
8728,8
8729,7
8730,6
8731,1
8732,6
8733,7
8734,3
8735,8
8736,5
8737,3
8738,5
8739,0
8740,1
8741,7
8742,3
8743,3
8744,0
8745,0
8746,3
8747,0
8748,8
8749,4
8750,7
8751,4
8752,2
8753,7
8754,3
8755,1
8756,0
8757,7
8758,2
8759,4
8760,0
8761,5
8762,0
8763,7
8764,7
8765,3
8766,0
8767,8
8768,8
8769,1
8770,7
8771,6
8772,7
8773,5
8774,9
8775,8
8776,8
8777,5
8778,8
8779,3
8780,0
8781,0
8782,7
8783,7
8784,9
8785,0
8786,1
8787,1
8788,6
8789,9
8790,4
8791,3
8792,1
8793,0
8794,0
8795,1
8796,0
8797,0
